Trial Number,Timestamp,Message ID,PDO Label,DLC,Flags,Status word,Actual speed,RMS motor Current,DC Bus Voltage,Internal Speed Reference,Reference Torque,Actual Torque,Field weakening control: voltage angle,Field weakening control: regulator status,Current limit: actual limit type,Motor voltage control: U peak normalized,Digital status word,Scaled throttle percent,Motor voltage control: idLimit,Motor voltage control: Idfiltered,Actual currents: iq,Motor measurements: DC bus current
14,3,390,PDO1,8,0,34576,16130,2304,-5612,,,,,,,,,,,,,
14,3,646,PDO2,8,0,,,,,-15619,-2305,-2305,0,,,,,,,,,
14,4,902,PDO3,8,0,,,,,,,,,0,0,-6136,16888,-23808,,,,
14,4,1158,PDO4,8,0,,,,,,,,,,,,,,1280,-1,-2305,256
14,8,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,9,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,12,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,13,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,24,390,PDO1,8,0,34576,14338,2560,-5612,,,,,,,,,,,,,
14,24,646,PDO2,8,0,,,,,-15363,-2561,-3073,0,,,,,,,,,
14,25,902,PDO3,8,0,,,,,,,,,0,0,-17912,16888,-24320,,,,
14,26,1158,PDO4,8,0,,,,,,,,,,,,,,1280,0,-4865,256
14,45,390,PDO1,8,0,34576,13314,2560,-5612,,,,,,,,,,,,,
14,45,646,PDO2,8,0,,,,,-15363,-2817,-2817,0,,,,,,,,,
14,45,902,PDO3,8,0,,,,,,,,,0,0,-5112,16888,-24320,,,,
14,45,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,46,1158,PDO4,8,0,,,,,,,,,,,,,,1280,0,-2305,256
14,46,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,49,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,50,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,53,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,55,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,58,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,59,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,65,390,PDO1,8,0,34576,13826,2816,-5612,,,,,,,,,,,,,
14,65,646,PDO2,8,0,,,,,-15363,-2817,-3073,0,,,,,,,,,
14,66,902,PDO3,8,0,,,,,,,,,0,0,-24568,16888,-24832,,,,
14,66,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,67,1158,PDO4,8,0,,,,,,,,,,,,,,1280,0,-1537,256
14,67,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,72,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,73,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,76,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,78,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,82,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,84,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,87,390,PDO1,8,0,34576,13314,2816,-5612,,,,,,,,,,,,,
14,87,646,PDO2,8,0,,,,,-15363,-2817,-3073,0,,,,,,,,,
14,87,902,PDO3,8,0,,,,,,,,,0,0,-11256,16888,-24064,,,,
14,88,1158,PDO4,8,0,,,,,,,,,,,,,,1280,256,-2817,256
14,107,390,PDO1,8,0,34576,14850,2560,-5612,,,,,,,,,,,,,
14,107,646,PDO2,8,0,,,,,-15363,-2817,-3073,0,,,,,,,,,
14,107,902,PDO3,8,0,,,,,,,,,0,0,-1528,16888,-23808,,,,
14,108,1158,PDO4,8,0,,,,,,,,,,,,,,1280,0,-3585,256
14,127,390,PDO1,8,0,34576,14594,2560,-5612,,,,,,,,,,,,,
14,128,646,PDO2,8,0,,,,,-17155,-3073,-2817,0,,,,,,,,,
14,128,902,PDO3,8,0,,,,,,,,,0,0,-4600,16888,-23296,,,,
14,129,1158,PDO4,8,0,,,,,,,,,,,,,,1280,-1,-3329,256
14,149,390,PDO1,8,0,34576,14082,3328,-5612,,,,,,,,,,,,,
14,149,646,PDO2,8,0,,,,,-18947,-3585,-3585,0,,,,,,,,,
14,149,902,PDO3,8,0,,,,,,,,,0,0,8201,16888,-22784,,,,
14,150,1158,PDO4,8,0,,,,,,,,,,,,,,1280,0,-4865,256
14,169,390,PDO1,8,0,34576,17410,2304,-5612,,,,,,,,,,,,,
14,170,646,PDO2,8,0,,,,,-18947,-2817,-2561,0,,,,,,,,,
14,170,902,PDO3,8,0,,,,,,,,,0,0,18953,16888,-24064,,,,
14,171,1158,PDO4,8,0,,,,,,,,,,,,,,1280,-1,-3585,256
14,174,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,175,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,184,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,185,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,189,390,PDO1,8,0,34576,15874,2560,-5356,,,,,,,,,,,,,
14,190,646,PDO2,8,0,,,,,-18947,-2817,-2817,0,,,,,,,,,
14,190,902,PDO3,8,0,,,,,,,,,0,0,12041,16888,-23552,,,,
14,190,1158,PDO4,8,0,,,,,,,,,,,,,,1280,0,-3585,256
14,194,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,195,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,204,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,205,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,209,390,PDO1,8,0,34576,17154,2304,-5612,,,,,,,,,,,,,
14,210,646,PDO2,8,0,,,,,-18947,-2561,-2305,0,,,,,,,,,
14,210,902,PDO3,8,0,,,,,,,,,0,0,-18680,16888,-23552,,,,
14,211,1158,PDO4,8,0,,,,,,,,,,,,,,1280,-1,-1793,256
14,214,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,215,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,224,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,225,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,227,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,229,390,PDO1,8,0,34576,17666,2560,-5612,,,,,,,,,,,,,
14,229,646,PDO2,8,0,,,,,-18947,-2817,-2817,0,,,,,,,,,
14,230,902,PDO3,8,0,,,,,,,,,0,0,-7928,16888,-24064,,,,
14,231,1158,PDO4,8,0,,,,,,,,,,,,,,1280,-1,-3585,256
14,231,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,238,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,239,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,241,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,243,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,250,390,PDO1,8,0,34576,15874,2816,-6124,,,,,,,,,,,,,
14,250,646,PDO2,8,0,,,,,-18691,-3073,-3329,0,,,,,,,,,
14,250,902,PDO3,8,0,,,,,,,,,0,0,-3576,16888,-24064,,,,
14,250,1158,PDO4,8,0,,,,,,,,,,,,,,1280,0,-4097,256
14,254,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,256,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,261,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,262,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,271,390,PDO1,8,0,34576,16642,2304,-5612,,,,,,,,,,,,,
14,271,646,PDO2,8,0,,,,,-15875,-2305,-2561,0,,,,,,,,,
14,271,902,PDO3,8,0,,,,,,,,,0,0,-19704,16888,-24064,,,,
14,272,1158,PDO4,8,0,,,,,,,,,,,,,,1280,-1,-2817,256
14,274,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,275,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,283,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,284,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,291,390,PDO1,8,0,34576,14082,2560,-6124,,,,,,,,,,,,,
14,291,646,PDO2,8,0,,,,,-15363,-2817,-2817,0,,,,,,,,,
14,291,902,PDO3,8,0,,,,,,,,,0,0,4617,16888,-23808,,,,
14,292,1158,PDO4,8,0,,,,,,,,,,,,,,1280,0,-3073,256
14,293,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,295,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,303,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,305,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,311,390,PDO1,8,0,34576,13570,2560,-5612,,,,,,,,,,,,,
14,311,646,PDO2,8,0,,,,,-16131,-2817,-2561,0,,,,,,,,,
14,312,902,PDO3,8,0,,,,,,,,,0,0,-9464,16888,-23552,,,,
14,313,1158,PDO4,8,0,,,,,,,,,,,,,,1280,0,-3329,256
14,313,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,315,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,316,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,317,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,318,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,319,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,319,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,321,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,322,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,323,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,324,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,325,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,327,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,329,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,332,390,PDO1,8,0,34576,14082,2560,-5612,,,,,,,,,,,,,
14,332,646,PDO2,8,0,,,,,-16131,-2817,-2817,0,,,,,,,,,
14,332,902,PDO3,8,0,,,,,,,,,0,0,-6136,16888,-24064,,,,
14,333,1158,PDO4,8,0,,,,,,,,,,,,,,1280,256,-3841,256
14,339,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,339,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,346,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,347,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,351,390,PDO1,8,0,34576,15618,2560,-5612,,,,,,,,,,,,,
14,351,646,PDO2,8,0,,,,,-16131,-2817,-3073,0,,,,,,,,,
14,352,902,PDO3,8,0,,,,,,,,,0,0,-3832,16888,-24064,,,,
14,353,1158,PDO4,8,0,,,,,,,,,,,,,,1280,256,-3585,256
14,355,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,357,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,367,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,367,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,371,390,PDO1,8,0,34576,14338,2304,-5356,,,,,,,,,,,,,
14,371,646,PDO2,8,0,,,,,-16131,-2817,-2561,0,,,,,,,,,
14,372,902,PDO3,8,0,,,,,,,,,0,0,-12792,16888,-23808,,,,
14,373,1158,PDO4,8,0,,,,,,,,,,,,,,1280,0,-3585,256
14,377,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,377,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,388,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,390,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,392,390,PDO1,8,0,34576,14850,2560,-5612,,,,,,,,,,,,,
14,392,646,PDO2,8,0,,,,,-16131,-2817,-2817,0,,,,,,,,,
14,392,902,PDO3,8,0,,,,,,,,,0,0,-3064,16888,-24064,,,,
14,394,1158,PDO4,8,0,,,,,,,,,,,,,,1280,-1,-2817,256
14,395,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,397,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,397,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,399,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,399,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,401,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,402,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,403,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,404,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,405,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,406,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,407,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,413,390,PDO1,8,0,34576,13314,2304,-5356,,,,,,,,,,,,,
14,414,646,PDO2,8,0,,,,,-15363,-2561,-2305,0,,,,,,,,,
14,414,902,PDO3,8,0,,,,,,,,,0,0,-248,16888,-23808,,,,
14,415,1158,PDO4,8,0,,,,,,,,,,,,,,1280,0,-4097,256
14,419,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,421,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,428,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,429,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
14,433,390,PDO1,8,0,34576,14338,2816,-6124,,,,,,,,,,,,,
14,434,646,PDO2,8,0,,,,,-16131,-2817,-3073,0,,,,,,,,,
14,434,902,PDO3,8,0,,,,,,,,,0,0,-24568,16888,-23552,,,,
14,435,1158,PDO4,8,0,,,,,,,,,,,,,,1280,0,-2561,256
14,439,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
