Trial Number,Timestamp,Message ID,PDO Label,DLC,Flags,Status word,Actual speed,RMS motor Current,DC Bus Voltage,Internal Speed Reference,Reference Torque,Actual Torque,Field weakening control: voltage angle,Field weakening control: regulator status,Current limit: actual limit type,Motor voltage control: U peak normalized,Digital status word,Scaled throttle percent,Motor voltage control: idLimit,Motor voltage control: Idfiltered,Actual currents: iq,Motor measurements: DC bus current
16,18,390,PDO1,8,0,34576,-5118,2816,-8684,,,,,,,,,,,,,
16,18,646,PDO2,8,0,,,,,2557,-3073,-2817,0,,,,,,,,,
16,19,902,PDO3,8,0,,,,,,,,,0,0,1292,16888,-10240,,,,
16,20,1158,PDO4,8,0,,,,,,,,,,,,,,1280,512,-4353,512
16,39,390,PDO1,8,0,34576,-3582,2560,-9196,,,,,,,,,,,,,
16,39,646,PDO2,8,0,,,,,2557,-3073,-2817,0,,,,,,,,,
16,40,902,PDO3,8,0,,,,,,,,,0,0,-9461,16888,-10240,,,,
16,40,1158,PDO4,8,0,,,,,,,,,,,,,,1280,-1,-3329,512
16,60,390,PDO1,8,0,34576,-4862,2816,-9964,,,,,,,,,,,,,
16,60,646,PDO2,8,0,,,,,2557,-3073,-2817,0,,,,,,,,,
16,60,902,PDO3,8,0,,,,,,,,,0,0,-6901,16888,-10240,,,,
16,61,1158,PDO4,8,0,,,,,,,,,,,,,,1280,-257,-2561,512
16,80,390,PDO1,8,0,34576,-4094,3072,-9452,,,,,,,,,,,,,
16,80,646,PDO2,8,0,,,,,2557,-3329,-3585,0,,,,,,,,,
16,80,902,PDO3,8,0,,,,,,,,,0,0,-19189,16888,-10240,,,,
16,81,1158,PDO4,8,0,,,,,,,,,,,,,,1280,256,-4097,512
16,100,390,PDO1,8,0,34576,-4606,3072,-9452,,,,,,,,,,,,,
16,100,646,PDO2,8,0,,,,,2557,-3073,-3073,0,,,,,,,,,
16,101,902,PDO3,8,0,,,,,,,,,0,0,-9717,16888,-10240,,,,
16,102,1158,PDO4,8,0,,,,,,,,,,,,,,1280,0,-3841,512
16,120,390,PDO1,8,0,34576,-2558,2560,-9452,,,,,,,,,,,,,
16,121,646,PDO2,8,0,,,,,2557,-3073,-3073,0,,,,,,,,,
16,121,902,PDO3,8,0,,,,,,,,,0,0,-14069,16888,-10240,,,,
16,122,1158,PDO4,8,0,,,,,,,,,,,,,,1280,0,-4353,512
16,136,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,136,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,140,390,PDO1,8,0,34576,-2558,2816,-9452,,,,,,,,,,,,,
16,140,646,PDO2,8,0,,,,,2557,-3329,-3073,0,,,,,,,,,
16,141,902,PDO3,8,0,,,,,,,,,0,0,-757,16888,-10496,,,,
16,142,1158,PDO4,8,0,,,,,,,,,,,,,,1280,0,-4865,512
16,155,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,156,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,161,390,PDO1,8,0,34576,-4350,3328,-9196,,,,,,,,,,,,,
16,161,646,PDO2,8,0,,,,,2557,-3329,-3585,0,,,,,,,,,
16,161,902,PDO3,8,0,,,,,,,,,0,0,-7669,16888,-10752,,,,
16,162,1158,PDO4,8,0,,,,,,,,,,,,,,1280,256,-4353,512
16,166,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,167,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,182,390,PDO1,8,0,34576,-3070,3328,-9452,,,,,,,,,,,,,
16,182,646,PDO2,8,0,,,,,2557,-3073,-3329,0,,,,,,,,,
16,182,902,PDO3,8,0,,,,,,,,,0,0,-14837,16888,-10752,,,,
16,183,1158,PDO4,8,0,,,,,,,,,,,,,,1280,0,-4609,512
16,191,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,192,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,199,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,201,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,203,390,PDO1,8,0,34576,-2558,2560,-9452,,,,,,,,,,,,,
16,203,646,PDO2,8,0,,,,,2557,-3073,-2817,0,,,,,,,,,
16,204,902,PDO3,8,0,,,,,,,,,0,0,30731,16888,-10752,,,,
16,204,1158,PDO4,8,0,,,,,,,,,,,,,,1280,-1,-3841,512
16,217,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,218,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,219,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,220,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,221,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,222,390,PDO1,8,0,34576,-3326,2816,-9452,,,,,,,,,,,,,
16,223,646,PDO2,8,0,,,,,3069,-3329,-3329,0,,,,,,,,,
16,223,902,PDO3,8,0,,,,,,,,,0,0,-20213,16888,-11008,,,,
16,224,1158,PDO4,8,0,,,,,,,,,,,,,,1280,0,-4097,512
16,224,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,230,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,233,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,242,390,PDO1,8,0,34576,-6142,3328,-9452,,,,,,,,,,,,,
16,243,646,PDO2,8,0,,,,,5373,-3073,-3329,0,,,,,,,,,
16,243,902,PDO3,8,0,,,,,,,,,0,0,1804,16888,-11008,,,,
16,244,1158,PDO4,8,0,,,,,,,,,,,,,,1280,512,-3585,512
16,247,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,248,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,262,390,PDO1,8,0,34576,-5886,2816,-9196,,,,,,,,,,,,,
16,263,646,PDO2,8,0,,,,,5373,-3073,-2817,0,,,,,,,,,
16,263,902,PDO3,8,0,,,,,,,,,0,0,-6133,16888,-11008,,,,
16,264,1158,PDO4,8,0,,,,,,,,,,,,,,1280,0,-2817,512
16,268,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,271,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,280,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,281,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,283,390,PDO1,8,0,34576,-7166,2816,-9196,,,,,,,,,,,,,
16,284,646,PDO2,8,0,,,,,5373,-3073,-2817,0,,,,,,,,,
16,284,902,PDO3,8,0,,,,,,,,,0,0,-27125,16888,-11008,,,,
16,285,1158,PDO4,8,0,,,,,,,,,,,,,,1280,-1,-3841,512
16,301,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,302,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,304,390,PDO1,8,0,34576,-5374,3328,-9452,,,,,,,,,,,,,
16,304,646,PDO2,8,0,,,,,4349,-3585,-3841,0,,,,,,,,,
16,305,902,PDO3,8,0,,,,,,,,,0,0,30219,16888,-10752,,,,
16,306,1158,PDO4,8,0,,,,,,,,,,,,,,1280,256,-4609,512
16,324,390,PDO1,8,0,34576,-6398,3328,-9452,,,,,,,,,,,,,
16,325,646,PDO2,8,0,,,,,2557,-3585,-3585,0,,,,,,,,,
16,325,902,PDO3,8,0,,,,,,,,,0,0,16908,16888,-10240,,,,
16,325,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,326,1158,PDO4,8,0,,,,,,,,,,,,,,1280,512,-5121,512
16,326,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,339,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,340,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,344,390,PDO1,8,0,34576,-3838,2560,-9452,,,,,,,,,,,,,
16,345,646,PDO2,8,0,,,,,2557,-2817,-2817,0,,,,,,,,,
16,345,902,PDO3,8,0,,,,,,,,,0,0,-13557,16888,-10496,,,,
16,346,1158,PDO4,8,0,,,,,,,,,,,,,,1280,-1,-3329,512
16,356,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,358,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,359,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,360,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,361,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,362,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,363,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,365,390,PDO1,8,0,34576,-2558,2816,-9196,,,,,,,,,,,,,
16,365,646,PDO2,8,0,,,,,2557,-3073,-3073,0,,,,,,,,,
16,365,902,PDO3,8,0,,,,,,,,,0,0,-13045,16888,-11008,,,,
16,366,1158,PDO4,8,0,,,,,,,,,,,,,,1280,0,-2817,512
16,366,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,367,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,368,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,369,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,371,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,372,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,372,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,386,390,PDO1,8,0,34576,-4350,3072,-9196,,,,,,,,,,,,,
16,386,646,PDO2,8,0,,,,,2557,-3329,-3329,0,,,,,,,,,
16,386,902,PDO3,8,0,,,,,,,,,0,0,-24053,16888,-11264,,,,
16,387,1158,PDO4,8,0,,,,,,,,,,,,,,1280,256,-3585,512
16,399,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,401,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,406,390,PDO1,8,0,34576,-3326,3584,-9964,,,,,,,,,,,,,
16,406,646,PDO2,8,0,,,,,2557,-3585,-3841,0,,,,,,,,,
16,406,902,PDO3,8,0,,,,,,,,,0,0,-10741,16888,-10240,,,,
16,407,1158,PDO4,8,0,,,,,,,,,,,,,,1280,256,-3841,512
16,415,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,416,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,426,390,PDO1,8,0,34576,-2558,3072,-9964,,,,,,,,,,,,,
16,426,646,PDO2,8,0,,,,,2557,-3073,-3073,0,,,,,,,,,
16,426,902,PDO3,8,0,,,,,,,,,0,0,-15861,16888,-10240,,,,
16,427,1158,PDO4,8,0,,,,,,,,,,,,,,1280,-257,-2817,512
16,430,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,432,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,443,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,444,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,446,390,PDO1,8,0,34576,-2302,3072,-9964,,,,,,,,,,,,,
16,447,646,PDO2,8,0,,,,,2557,-3073,-3329,0,,,,,,,,,
16,447,902,PDO3,8,0,,,,,,,,,0,0,-30453,16888,-10240,,,,
16,447,1158,PDO4,8,0,,,,,,,,,,,,,,1280,0,-4097,512
16,464,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,466,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,467,390,PDO1,8,0,34576,-4094,2816,-9452,,,,,,,,,,,,,
16,468,646,PDO2,8,0,,,,,2557,-3329,-3073,0,,,,,,,,,
16,468,902,PDO3,8,0,,,,,,,,,0,0,-7925,16888,-10240,,,,
16,468,1158,PDO4,8,0,,,,,,,,,,,,,,1280,256,-4353,512
16,480,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,481,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,482,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,483,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,485,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,488,390,PDO1,8,0,34576,-3582,3072,-9964,,,,,,,,,,,,,
16,488,646,PDO2,8,0,,,,,2557,-3073,-3073,0,,,,,,,,,
16,488,902,PDO3,8,0,,,,,,,,,0,0,-18421,16888,-10240,,,,
16,490,1158,PDO4,8,0,,,,,,,,,,,,,,1280,0,-3841,512
16,490,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,491,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,492,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,493,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,494,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,496,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,498,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,501,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,502,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,508,390,PDO1,8,0,34576,-2046,2560,-9452,,,,,,,,,,,,,
16,509,646,PDO2,8,0,,,,,2557,-2817,-2561,0,,,,,,,,,
16,509,902,PDO3,8,0,,,,,,,,,0,0,-28405,16888,-9728,,,,
16,510,1158,PDO4,8,0,,,,,,,,,,,,,,1280,-257,-2561,512
16,529,390,PDO1,8,0,34576,-2302,3072,-9196,,,,,,,,,,,,,
16,529,646,PDO2,8,0,,,,,765,-3329,-3329,0,,,,,,,,,
16,529,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,530,902,PDO3,8,0,,,,,,,,,0,0,7180,16888,-10240,,,,
16,530,1158,PDO4,8,0,,,,,,,,,,,,,,1280,256,-4097,512
16,531,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,543,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,544,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,550,390,PDO1,8,0,34576,-1534,2816,-9196,,,,,,,,,,,,,
16,550,646,PDO2,8,0,,,,,765,-3073,-3073,0,,,,,,,,,
16,550,902,PDO3,8,0,,,,,,,,,0,0,-2293,16888,-10752,,,,
16,551,1158,PDO4,8,0,,,,,,,,,,,,,,1280,0,-4097,512
16,562,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,563,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,570,390,PDO1,8,0,34576,-1790,3328,-9452,,,,,,,,,,,,,
16,570,646,PDO2,8,0,,,,,765,-3073,-3329,0,,,,,,,,,
16,571,902,PDO3,8,0,,,,,,,,,0,0,-3573,16888,-11008,,,,
16,571,1158,PDO4,8,0,,,,,,,,,,,,,,1280,256,-4353,512
16,573,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,573,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,590,390,PDO1,8,0,34576,-1278,2816,-9452,,,,,,,,,,,,,
16,590,646,PDO2,8,0,,,,,765,-3073,-2817,0,,,,,,,,,
16,590,902,PDO3,8,0,,,,,,,,,0,0,-27125,16888,-11264,,,,
16,592,1158,PDO4,8,0,,,,,,,,,,,,,,1280,-1,-4097,512
16,611,390,PDO1,8,0,34576,-2046,3072,-9964,,,,,,,,,,,,,
16,611,646,PDO2,8,0,,,,,765,-3073,-3073,0,,,,,,,,,
16,612,902,PDO3,8,0,,,,,,,,,0,0,-24309,16888,-11520,,,,
16,612,1158,PDO4,8,0,,,,,,,,,,,,,,1280,0,-4097,512
16,632,390,PDO1,8,0,34576,-1790,2816,-9964,,,,,,,,,,,,,
16,633,646,PDO2,8,0,,,,,2557,-2817,-3073,0,,,,,,,,,
16,633,902,PDO3,8,0,,,,,,,,,0,0,21003,16888,-11008,,,,
16,633,1158,PDO4,8,0,,,,,,,,,,,,,,1280,-1,-4609,512
16,652,390,PDO1,8,0,34576,-3326,2560,-9452,,,,,,,,,,,,,
16,652,646,PDO2,8,0,,,,,5117,-2817,-2817,0,,,,,,,,,
16,652,902,PDO3,8,0,,,,,,,,,0,0,-23541,16888,-11264,,,,
16,653,1158,PDO4,8,0,,,,,,,,,,,,,,1280,0,-4865,512
16,672,390,PDO1,8,0,34576,-4862,2816,-9452,,,,,,,,,,,,,
16,673,646,PDO2,8,0,,,,,4349,-3073,-2817,0,,,,,,,,,
16,673,902,PDO3,8,0,,,,,,,,,0,0,-21493,16888,-10752,,,,
16,673,1158,PDO4,8,0,,,,,,,,,,,,,,1280,0,-3329,512
16,693,390,PDO1,8,0,34576,-5630,2816,-9452,,,,,,,,,,,,,
16,693,646,PDO2,8,0,,,,,4349,-3329,-3073,0,,,,,,,,,
16,693,902,PDO3,8,0,,,,,,,,,0,0,-26869,16888,-10752,,,,
16,694,1158,PDO4,8,0,,,,,,,,,,,,,,1280,0,-3073,512
16,713,390,PDO1,8,0,34576,-5374,3072,-9452,,,,,,,,,,,,,
16,714,646,PDO2,8,0,,,,,4349,-3329,-3329,0,,,,,,,,,
16,714,902,PDO3,8,0,,,,,,,,,0,0,-5109,16888,-11264,,,,
16,715,1158,PDO4,8,0,,,,,,,,,,,,,,1280,0,-4353,512
16,720,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,721,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,734,390,PDO1,8,0,34576,-5630,3328,-9196,,,,,,,,,,,,,
16,734,646,PDO2,8,0,,,,,3581,-3073,-3585,0,,,,,,,,,
16,734,902,PDO3,8,0,,,,,,,,,0,0,-25845,16888,-10496,,,,
16,735,1158,PDO4,8,0,,,,,,,,,,,,,,1280,256,-4097,512
16,740,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,742,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,743,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,744,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,751,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,752,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,754,390,PDO1,8,0,34576,-4094,2560,-9452,,,,,,,,,,,,,
16,754,646,PDO2,8,0,,,,,3581,-3073,-2817,0,,,,,,,,,
16,754,902,PDO3,8,0,,,,,,,,,0,0,14604,16888,-10496,,,,
16,756,1158,PDO4,8,0,,,,,,,,,,,,,,1280,0,-3841,512
16,769,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,771,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,775,390,PDO1,8,0,34576,-3582,2816,-9964,,,,,,,,,,,,,
16,775,646,PDO2,8,0,,,,,3581,-3073,-2817,0,,,,,,,,,
16,776,902,PDO3,8,0,,,,,,,,,0,0,-12533,16888,-10496,,,,
16,777,1158,PDO4,8,0,,,,,,,,,,,,,,1280,-257,-3073,512
16,795,390,PDO1,8,0,34576,-4606,3328,-9964,,,,,,,,,,,,,
16,796,646,PDO2,8,0,,,,,3581,-3329,-3585,0,,,,,,,,,
16,796,902,PDO3,8,0,,,,,,,,,0,0,32267,16888,-10496,,,,
16,796,1158,PDO4,8,0,,,,,,,,,,,,,,1280,0,-3329,512
16,816,390,PDO1,8,0,34576,-4350,3072,-9196,,,,,,,,,,,,,
16,816,646,PDO2,8,0,,,,,3581,-3073,-3329,0,,,,,,,,,
16,816,902,PDO3,8,0,,,,,,,,,0,0,-5877,16888,-10496,,,,
16,818,1158,PDO4,8,0,,,,,,,,,,,,,,1280,256,-3841,512
16,827,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,829,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,830,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,831,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,836,390,PDO1,8,0,34576,-4094,2560,-9452,,,,,,,,,,,,,
16,836,646,PDO2,8,0,,,,,3581,-2817,-2817,0,,,,,,,,,
16,836,902,PDO3,8,0,,,,,,,,,0,0,-29173,16888,-10496,,,,
16,838,1158,PDO4,8,0,,,,,,,,,,,,,,1280,0,-3585,512
16,841,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,842,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,843,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,844,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,857,390,PDO1,8,0,34576,-4094,2816,-9452,,,,,,,,,,,,,
16,857,646,PDO2,8,0,,,,,2557,-3329,-2817,0,,,,,,,,,
16,858,902,PDO3,8,0,,,,,,,,,0,0,-31221,16888,-10240,,,,
16,859,1158,PDO4,8,0,,,,,,,,,,,,,,1280,-1,-3585,512
16,863,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,865,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,873,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,873,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,875,1414,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
16,875,1542,Unknown PDO,8,0,,,,,,,,,,,,,,,,,
